text	label
Ghana’s Minister for Health tests positive for  Coronavirus  | More here:      #CitiNewsroom	0
90% of the UK  coronavirus  cases traced back to holiday hotspots Spain, France, Belgium and Italy. At the height of the pandemic, there were no quarantine rules for arrivals and still no tests. The govt negligence caused thousands of avoidable deaths.   mirror.co.uk/news/uk-news/m ost-uk-coronavirus-cases-traced-22173229   …	0
Christian Happi is working in Nigeria to develop COVID-19 tests. “People might have thought that this work was impossible in Africa, but we are demonstrating that the continent’s scientists can generate crucial data in the global fight against COVID-19.”   	0
# COVID19  is still out there and among us. There is no vaccine, and there are no proven therapeutics. The only real protections we have against  coronavirus  are:  Social distancing  Testing  Contact tracing	0
PEOPLE TESTED FOR COVID.  NO DATA.  15 DAYS IN A ROW  #coronavirus  #COVID   	0
At a time when  coronavirus  cases are on the rise, @kims_pbmh  COVID Hospital - the first and only of its kind Public Private Partnership model based standalone facility - has successfully treated over 1000 patients in #Odisha ... Read More:     … 	0
Good morning, I am the father of two children with special needs, and treating them is very expensive. I am a poor person.I cannot afford that. We are a large family of 15people. We lived in one house.I used to work before the  Corona virus  crisis.These are pictures of the house  	0
# PAYCUTMPS  Time for MPs LORDS Do right thing Min 20% PayCut RT @ReesAstley01970 : If you're not sure about #coronavirus  testing, including who eligibility and how to get tested, check out this usef…   272500182681366529   …	0
In Florida COVID cases are on the rise. Is this really because of testing?   The message that you’re hearing loud and clear is that the virus is still here,” said Dr. Alina Alonso, Palm Beach County’s health department Director.   #wtpFL2020  #wtp2020  sun-sentinel.com/coronavirus/fl -ne-coronavirus-case-increase-june-florida-20200612-h7xzya2xxjbsfmk4xhzv75hrre-story.html   …	0
After two meat inspectors in Beijing were discovered to have  coronavirus , authorities tested almost 2,000 people working in markets. Four more confirmed and 46 asymptomatic cases were found. Beijing is now battening down the hatches (again)   washingtonpost.com/world/beijing- goes-into-wartime-mode-as-virus-emerges-at-market-in-chinese-capital/2020/06/13/65c5aac8-ad40-11ea-868b-93d63cd833b2_story.html   …	0
Would you take a rushed out vaccine where you don’t know what’s in it, it hasn’t been tested, & where the NHS has no liability for what might go wrong?  express.co.uk/news/uk/129545 3/coronavirus-vaccine-latest-news-uk-covid19-oxford-university-trials-drug-treatment   …	0
The Beijing authorities shut down a major seafood and produce market and locked down several residential complexes on Saturday after 53 people tested positive for the  coronavirus  in the city    	0
Free #coronavirus  testing today  10am—2pm   F Street NW btwn 4th & 5th    2241 Martin Luther King Jr Ave SE... this site has had the shortest line  4pm—8pm   Engine 4 2531 Sherman Ave NW    Engine 12 2225 5th Street NE  Need a test? Get a test      #COVID19	0
Itzan Escamilla testing for  coronavirus  before starting filming season 4 of #EliteNetflix 	0
3-Hydroxychloroquine: Is a very smart drug that's very safe when used for malaria or Lupus... but when it realizes you’re taking it for  coronavirus : it kills you. And...	0
Serco wins Covid-19 test-and-trace contract despite £1m fine  Read in conjunction with: How a decade of privatisation and cuts exposed England to  coronavirus     theguardian.com/world/2020/may/31/how-a-decade-of-privatisation-and-cuts-exposed-england-to-coronavirus?CMP=Share_AndroidApp_Copy_to_clipboard   …     theguardian.com/world/2020/jun/06/serco-wins-covid-19-test-and-trace-contract-despite-1m-fine?CMP=Share_AndroidApp_Tweet   …	0
Just days after #Tesla  reopened its Bay Area plant, several employees reportedly tested positive for #coronavirus     	0
COVID19 patient discharged from Gandhi hospital Hyderabad without treatment. No care ..If  Corona virus  spread fast what would be the rate of people  	0
"Denis Mukwege, the Congolese doctor & human rights activist who won a Nobel, resigns from the #coronavirus  task force in DRC. He cites a poor government response. It takes 2 weeks to get test results in S. Kivu:  ""A major handicap for our strategy.""   rfi.fr/en/africa/2020 0611-dr-congo-covid-19-response-under-fire-as-nobel-peace-laureate-dr-denis-mukwege-quits-task-force   …"	0
Getting tested today for  coronavirus  because of mild symptoms. It's super efficient and easy so far!  	0
Hydroxychloroquine rated ‘most effective’  coronavirus  treatment, poll of doctors finds:    roxychloroquine-most-effective-coronavirus-treatment-poll/?fbclid=IwAR1mE6GB1QAZyJIFV3PmX8NdWIs2BgitoEnBV6OadjQu-0UvUDiw29iS5sk   …	0
Venezuela: We have received medical equipment and  Coronavirus  diagnostic tests from Iran    	0
Corona virus  has become less dangerous, the corona vaccine will come soon  	0
America has a strong handle on  coronavirus .  As we reopen, numbers are bound to go up.  That’s because we now have our testing in full swing.  Let’s not panic and push to do another shutdown.  We must stay positive. Don’t let panic and hysteria get ahead of facts & science.  	0
To those who want to take their  coronavirus  all over the country for an eye test at a castle, please don't.     …	0
Remember the automated Abbott Laboratories #SARSCoV2  test touted by #Trump  a few weeks ago? Well, it doesn't work as well as claimed, and now 23 workers in Abbott's manufacturing plant in Maine have come down with -- you guessed it, #COVID19  .  washingtonpost.com/nation/2020/06/10/coronavirus-update-us/#link-LT3MHKCIKFG75D3SIKS4DCUXO4   …	0
Boris Johnson told liaison Committee 2 weeks ago   “It's just not true there was some concerted effort to move people out of NHS beds into care homes”  Now we hear 25,000 patients were discharged to care homes without  coronavirus  tests at height of crisis   telegraph.co.uk/news/2020/06/1 1/25000-patients-discharged-care-homes-without-coronavirus-tests/  …	0
"Lancet paper explaining how China brought  coronavirus  under control. ""The most urgent and important measure of the containment and suppression strategies is scaling up testing of each suspected case and all close contacts of those infected""   thelancet.com/journals/lance t/article/PIIS0140-6736(20)31278-2/fulltext   …"	0
Banned masks and didn’t believe the faulty tests = Success  bbc.com/news/world-afr ica-52966016   …	0
President Pierre Nkurunziza Of Ethiopia, Who REFUSED To Take Measures Against COVID19, Is DEAD. His Wife Also Tested Positive For  Coronavirus . Is It Cardiac Arrest Or COVID19?? Stay Tuned For More Updates.  	0
BREAKING NEWS: Johnny Bravo tests positive for  Coronavirus   	0
If you had been in close contact with someone who later tested positive for  coronavirus , wouldn’t you want to know?   Help keep yourself and your family safe by downloading the app at        #coronavirusaustralia  #covid19 	0
Coronavirus : Only fifth of care home staff tested despite SNP pledge   heraldscotland.com/news/18508147. coronavirus-fifth-care-home-staff-tested-despite-snp-pledge/?ref=twtrec   …	0
“State Health Department officials knew there were hundreds of empty hospital beds in New York City specifically set up to treat  coronavirus  as they ordered elderly COVID-positive patients returned to nursing homes.”   icials-knew-of-empty-beds-as-it-ordered-covid-19-patients-to-nursing-homes/  …	0
Today was my last day @DMRegister . As I approached my desk to empty it, there was a letter from a reader, thanking me for writing about the lack of  coronavirus  testing info for people without internet. This person, who has no internet, read my story in the physical paper. (1/2)  	0
Multiple San Marcos Texas (Austin metro area) businesses close amid growing #RepublicansVirus  cases, employees testing positive.  Businesses reopened after REPUBLICANS, including Senator John Cornyn, said virus was under control  sanmarcosrecord.com/breaking-news- news-news-alert/multiple-san-marcos-businesses-close-amid-growing-coronavirus-cases#.XuD3KUnAysg.twitter   …	0
American Exceptionalism Failed the Test of the  Coronavirus  Pandemic | Foreign Affairs   foreignaffairs.com/articles/unite d-states/2020-06-08/exceptionalism-killing-americans   …	0
BREAKING NEWS: Gordon Freeman tests positive for  Coronavirus   	0
# SheikhRasheed  tested positive for  corona virus  Get well soon...  	0
CONFIRMED: Stan Marsh tests positive for  Coronavirus   	0
British Council resumes IELTS testing in Dubai      #COVID19  #coronavirus   	0
Best proof yet the global economy is in shambles:  The illegal drug trade has broken down  -Prices for South American coca and Afghan poppies down 70% -Cartels have massive stockpiles at the border  -Street prices up in some US cities as supply runs low  washingtonpost.com/world/the_amer icas/coronavirus-coca-crash-bolivia-colombia-peru-latin-america/2020/06/09/8c7da42c-a11f-11ea-be06-af5514ee0385_story.html   …	0
BREAKING: 1,288 more people have been diagnosed with  coronavirus  in Louisiana. The state is noting a backlog of tests.   nola.com/news/coronavir us/article_e3b317ee-ad87-11ea-aeb0-57d29b6c5f3d.html?utm_medium=social&utm_source=twitternoladotcom&utm_campaign=snd   …	0
Coronavirus  takes a heavier toll on PH economy than its ASEAN neighbors due to gov's reliance on lockdowns instead of early testing and contact tracing to fight COVID-19, World Bank economist says @manilabulletin	0
"""The risk of mass voter disenfranchisement is greater in 2020 than at any time since the era before the abolition of poll taxes and literacy tests in the 1960s.""  @AriBerman  with a reality check: we have our work cut out for us to #protectthevote .  motherjones.com/politics/2020/06/coronavirus-voting-rights/  …"	0
The way Mumbai Police is questioning Arnab Goswami, it seems Uddhav Thackeray thinks Arnab knows the recipe to  Corona virus  vaccine!  	0
More people were being treated at hospitals for the  coronavirus  in Texas today than at any point in the pandemic     	0
"Virginia trooper who texted to his brother that he coughed on Mennonite driver ""so he would spread Corona to the wedding they were going too. lol."" has resigned.   Brother is on trial for the murder of a Mennonite woman which is how the text came to light.  nbcwashington.com/news/local/vir ginia-trooper-resigns-after-saying-he-coughed-on-driver-to-spread-coronavirus/2326979/  …"	0
"In the last 24 hours the state of Georgia has reported   5 deaths from #coronavirus    880 new cases   24 new hospitalizations   *18108 tests conducted*  *2322 of these ""tests"" were antibody tests"	0
Former Pakistan cricket captain Shahid Afridi tested positive for  Coronavirus   Recently, he was in Pakistan-Occupied Kashmir (POK)  He gave speech against Indian Army over Kashmir issue & said that world is infected by Covid-19, but what's more dangerous is in Modi's heart & mind	0
JUST IN: Moderna plans to start its phase 3  coronavirus  vaccine trial in July, @MegTirrell  reports.     	0
# Coronavirus  vaccine developers are wary of a dangerous phenomenon known as antibody-dependent enhancement, in which non-neutralizing antibodies could enhance viral entry into cells and viral replication and end up worsening infection   nature.com/articles/d4158 7-020-00016-w   … 	0
COVID19 is still among us and you could be infected with the virus without showing symptoms. If you were at or near a protest, medical experts recommend you get a COVID19 test six or seven days after the event. Find testing locations at   	0
EXCLUSIVE: Abia Governor’s  Coronavirus  Treatment Complicated By Kidney Failure | Sahara Reporters    	0
Scientists have found after studying the plasma of 149 people who had  Coronavirus , around 80% of people produced only tiny amounts of antibodies.  A third had undetectable levels.  Antibody tests will not provide an immunity passport. I'm sure other immune mechanisms are at play.	0
Putting this on full blast the moment they announce a vaccine for  coronavirus   	0
Many epidemiologists are already comfortable seeing a doctor, socializing outside or bringing in mail, despite the  coronavirus . But unless there’s a vaccine or treatment, it'll be over a year before many say they will go to concerts or religious services.    	0
The U.S. Government Agency BARDA gave $483 Million to Moderna in 2020 to Accelerate Development of mRNA Vaccine (mRNA-1273) Against Novel  Coronavirus .  	0
UCF says 3 of 60 players tested today were positive for  coronavirus . All are isolating for 2 weeks     …	0
PSA: Illinois recently expanded free  coronavirus  testing to all residents.   No matter how diligently you wore a mask, applied hand sanitizer, or maintained 6 ft, I urge everyone who attended a protest or demonstration this weekend to get tested ASAP.     chicagotribune.com/coronavirus/ct -coronavirus-illinois-testing-20200604-lql2idq3lnhhphokhfa7f3iuca-story.html   …	0
90 more Kenyans test positive for the  coronavirus  in the country, raising the total case load to 3,305.  	0
BREAKING GOOD NEWS ALERT:  New Zealand has announced it no longer has any patients in hospital being treated for  coronavirus .  It comes on the fifth straight day where no new cases have been reported.  This is what winning looks like.     	0
UK will not participate in EU’s  coronavirus  fast track vaccine scheme    	0
It’s a  coronavirus  mask...with the EICAR virus test string as a QR code on it.  	0
Sky Sports News reporter @MissEmmaPaton  explains why Tottenham players will not have to self-isolate despite playing against a Norwich player who tested positive for  coronavirus  on Friday.  	0
At an online briefing, #ArvindKejriwal  said hotels and banquets might be converted into hospitals in the coming days to treat the novel #coronavirus  patients and, therefore, they would remain shut.    firstpost.com/health/unlock- 1-0-in-delhi-malls-restaurants-to-open-in-delhi-from-tomorrow-but-hotels-banquet-halls-to-stay-closed-says-arvind-kejriwal-8457761.html   …	0
If you want to study the data on cases, deaths, tests, policy interventions and more –– our country profile for Chile is here  untry/chile?country=~CHL   …	0
Scientists Nearing Breakthrough on Life-Saving Antibody Treatment for  Coronavirus :AstraZeneca (Cambridgeshire,...   hospimedica.com/covid-19/artic les/294782822/scientists-nearing-breakthrough-on-life-saving-antibody-treatment-for-coronavirus.html   … 	0
# COVID19  can be treated with Giloy and Ashwagandha, says Baba Ramdev.  ms-to-make-coronavirus-medicine-giloy-and-ashwagandha-can-treat-coronavirus   …	0
Good News!  People who catch coronovirus but have no symptoms rarely spread the disease.  Translation:  sending kids back to school does not require millions of test kits.   Asymptomatic spread of  coronavirus  is 'very rare,' WHO says   cnbc.com/2020/06/08/asy mptomatic-coronavirus-patients-arent-spreading-new-infections-who-says.html?fbclid=IwAR01-CR8uKSh_POp4lsvtcra676Em0QPD9dbjrhVa0fZ4YHD3gzOM8TmlH8   …	0
Hindu Rao : Medicine Department SR doctor test positive for  Corona Virus  .   Hospital asked him to manage his testing from some where else.  Later Doctor Went to Apollo to get his test done. Why hospitals not taking responsibilities of their own Doctors?  #COVID19  #covidwarriors 	0
Communist Party of India wants BMC to take over Mukesh Ambani's Antilia and turn it into  coronavirus  treatment facility   opindia.com/2020/06/commun ist-party-india-antilla-mukesh-ambani-coronavirus-facility-coronavirus-mumbai/  …	0
If you attended a protest, assume you may have been exposed to COVID. Get tested.  There are 15 new testing sites in NYC for people who attended protests.  Find a testing site here:   	0
Iran’s health ministry said Sunday a surge in newly reported  coronavirus  infections was due to increased testing rather than a worsening outbreak.   ays-virus-uptick-due-to-increased-testing?utm_medium=Social&utm_source=Twitter#Echobox=1591533251   …	0
"""What good is this vaccine if we can't get it to all the people in the world?""  Thank you for your support @BillGates  for the  Coronavirus  #GlobalResponse .   The final Pledging Summit is on 27 June.  More:       #UnitedAgainstCoronavirus  #GlobalGoalUnite "	0
A manager at the Morongo Casino Resort & Spa in Southern California has tested positive for the  coronavirus , the resort said Friday.​   a/manager-at-morongo-casino-tests-positive-for-covid-19/?taid=5ee4cecfcc071f00018dc6bb&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter   …	0
'People are afraid to report  coronavirus  cases, fearing retaliation from Houthi officials.  “The suspected cases are treated like war criminals.” Secretly filming burials on smartphones in defiance of Houthi orders has become an act of heroism.'   d37eea57e5f71614a2   …	0
But the government didn’t flood the villages with medical equipment, meal rations,  coronavirus  tests and health professionals. It has all but abandoned them, according to indigenous leaders, records and government officials.	0
Deborah Birx says 70  coronavirus  testing sites destroyed during protests    	0
"In the last 24 hours the state of Georgia has reported   46 deaths from #coronavirus    993 new cases   99 new hospitalizations   *15878 tests conducted*  *2703 of these ""tests"" were antibody tests"	0
PGH confirms increase in  coronavirus  patients #COVID19    …	1
1/Four out of the five most populous counties in Texas — Dallas, Harris, Bexar and Travis — have hit their highest seven-day average of new cases of #coronavirus  in the last week. Dallas and Harris are currently at their highs.   dallasnews.com/news/public-he alth/2020/03/14/county-by-county-cases-of-coronavirus-across-texas/#   …   	1
BREAKING: No new  coronavirus  deaths have been reported in Scotland for the second day in a row.   w-covid-19-deaths-in-scotland-for-second-day-in-a-row   …	1
congratulations to United States President Stupid J. Moron for bringing 15 cases of  coronavirus  all the way down to two million. ace job there, you incompetent fuck	1
Oh  BBC News -  Coronavirus : Hard-hit Brazil removes data amid rising death toll   bbc.co.uk/news/world-lat in-america-52952686   …	1
Florida's Gov. Ron DeSantis shrugs off bad  coronavirus  news as cases rocket 35% in a single day.    	1
# Brazil  govt yanks #coronavirus  death toll as data befuddles experts   8a582a86af1dd7790a   …	1
As at 6th of June, 2020, the @NCDCgov  reported 389 new cases of #COVID19  in Nigeria bringing the total number of reported cases to 12233.  Also, according to @NCDCgov , a total of 3826 recoveries and 342 deaths have been recorded, so far, in Nigeria.  #KnowCovid19  #Coronavirus   	1
Coronavirus  live news: New Zealand 'Covid-19 free' as global cases pass 7 million   theguardian.com/world/live/202 0/jun/08/coronavirus-live-news-global-cases-near-7-million-as-saudi-infections-pass-100000?CMP=Share_iOSApp_Other   …	1
Dr. Fauci delivered a grim assessment of #coronavirus  calling #COVID19  his “worst nightmare”—highly contagious respiratory infection causing serious illness & death.  “In a period of 4 months, it has devastated the whole world. And it isn’t over yet.”  nytimes.com/2020/06/09/wor ld/coronavirus-us-usa.html?referringSource=articleShare   …	1
According to Johns Hopkins University's tally of cases in the United States, there are at least 2,033,003 cases of  coronavirus  in the U.S.; at least 114,126 people have died in the U.S. from  coronavirus .	1
Another woman - Orange County chief health officer  Nichole Quick - has also resigned after getting death threats for her work trying to save lives in the pandemic.  latimes.com/california/sto ry/2020-06-09/orange-county-public-health-officer-resigns-amid-controversy-over-face-coverings   …	1
still it just postponed..think practically in future  the cases will b more..koi sense lg th hai postpone ka.....is se acha to abhi kralo...genral pramotion ka mtlb to pta nhi aap logo ko.. #rgpv_spreading_ corona_virus  @ArchitG65599876  @alokranjansh	1
14 states and Puerto Rico hit highest seven-day average of new  coronavirus  infections    	1
World Health Organisation says transmission of  Coronavirus  by patients who show no symptoms is very rare   health-organisation-says.html   … 	1
# CoronaVirusUpdates  2020-6-9 23:59 UTC Total #COVID19  Deaths Chart (1)  USA: 114.148 (+1.093)  UK: 40.883 (+283)  Brazil: 38.497 (+1.185)  Italy: 34.043 (+79)  France: 29.296 (+87)  Spain: 27.136 (+0)  Mexico: 14.053 (+354) 	1
Something I don't think is appreciated is the extent to which current  coronavirus  spread in the US is occurring at a medium-high level in many places, as opposed to a super-high level in some places.  At the peak in NYC, an estimated 11% of people had an active COVID infection!	1
Coronavirus : Beijing shuts food market and goes into in 'wartime emergency mode' after spike in COVID-19 cases   rus-beijing-shuts-food-market-and-goes-into-in-wartime-emergency-mode-after-spike-in-covid-19-cases-12005803   …	1
New Zealand has successfully wiped out #coronavirus  after the final person known to have been infected recovered    	1
The county's determinationn to fight  Corona Virus  saw them procure ICU beds to accommodate the patients incase of the new infections rise #IsioloGovernorDelivers 	1
The  coronavirus  death toll has topped 400,000 worldwide, with more than a quarter of those deaths in the U.S. More than 1.9 million people in the U.S. have been infected with COVID-19.  	1
We love those triumphant scenes of covid-19 patients leaving the ICU alive. Here's what you don't often see:  washingtonpost.com/health/2020/06/09/coronavirus-ventilator-rehabilitation/?arc404=true   …	1
60 million infections prevented in the US 285 million in China 530 million in total across the six countries studied  Public health measures have been disruptive, but they've saved millions of lives.   	1
United States   Coronavirus  Cases: 2,159,735 Deaths: 117,830	1
# CancelTSExamsPromoteStudents   The case of  corona virus  is happening for the first time in many years. No one was looking forward for this to happen. Please don't make it more hard for students and parents, we are already having a hard time.   a/status/1270939774069555200   …	1
1/We tracked a nursing home in Burlington, Vt., which had one of the first outbreaks of the  coronavirus  on the East Coast. 11 people died of Covid; some survived it, even a 90-year-old.   Our story:   nytimes.com/2020/06/08/us/coronavirus-nursing-home-vermont-deaths.html   …	1
With nearly 1,100 dead and hospitalizations spiking rapidly in Arizona, lawmakers and medical professionals are warning there might not be enough emergency room beds to handle what could be a big influx of new cases.    	1
The  coronavirus  pandemic is ebbing in some of the countries that were hit hard early on. But the number of new cases worldwide is growing, with more than 100,000 reported each day.     	1
If #airpollution  is considered as a factor in the higher rates of #coronavirus  deaths among minority ethnic groups, we’d have to improve #airquality  on residential main roads, say #NO2idling , cancel the #silvertowntunnel ...   theguardian.com/environment/20 20/jun/07/omission-of-air-pollution-from-report-on-covid-19-and-race-astonishing?CMP=share_btn_tw   …  @GreenGreenwich  @SilvertownTn	1
CDC warns U.S. may reimplement strict  coronavirus  measures if cases go up 'dramatically'    	1
BREAKING NEWS : BOTSWANA CONFIRMS 12 NEW CASES OF  CORONAVIRUS . 8 of the cases are from Gaborone Private Hospital. #CoronavirusUpdate 	1
So Orange County health director's mandated that everyone wear masks. Then she was forced to resign due to pushback and death threats. Now the new OC health director says face masks aren't mandatory anymore.   latimes.com/california/sto ry/2020-06-11/orange-county-rescinds-coronavirus-mask-mandate-face-coverings-still-strongly-recommended   …	1
Carter high school in Pietermaritzburg has a confirmed case of  corona virus  and is shutting down for decontamination!    – at  Orchard Buyrite	1
REMEMBER: Florida ordered coroners to stop releasing #RepublicansVirus  death data: report  -watch/495295-florida-ordered-coroners-to-stop-releasing-coronavirus-death-data-report#.XuFGD3z9OJ0.twitter   …	1
"In Opinion  ""If the United States had the  coronavirus  death rate of the average female-led country, 102,000 American lives would have been saved out of the 114,000 lost,"" @NickKristof  writes   "	1
Greece is only allowing countries that have managed the  Coronavirus  well to visit (they have almost no cases).  Albania - yes. The US - not allowed.	1
Wigan has more  Coronavirus  deaths than Australia and New Zealand combined.	1
Texas saw a surge of COVID-19 cases in our private detention centers this week.   Sen. Cornyn is a top recipient of campaign money from the private detention industry. So what is he doing about it? Nothing.  krgv.com/news/number-of -coronavirus-cases-at-port-isabel-detention-center-jumps-to-22   …	1
NY Sent More Than 4,500  Coronavirus  Patients Into Nursing Homes After Cuomo Order   -york-andrew-cuomo-coronavirus-nursing-homes/  …	1
7,998,006 #Coronavirus  cases as of 2020-06-15 03:20:02  	1
New Zealand lifted all domestic  coronavirus  restrictions on Monday after its final COVID-19 patient was given the all clear, with Prime Minister Jacinda Ardern revealing she danced around her living room when told about the milestone.     	1
As of this week, more than 30,000 people have died from the  coronavirus  in Brazil, including 1,262 on Tuesday — which was the nation’s highest one-day total.  The country is nearing 800,000 cases, second only to the U.S.     	1
Florida - new  Coronavirus  cases this week  Sunday - 1,180 Monday - 966 Tuesday - 1,096 Wednesday - 1,371 Thursday - 1,698 Friday - 1,902 Saturday - 2,581	1
Coronavirus  patients without symptoms aren’t driving the spread of the virus, the WHO says.    	1
Global #coronavirus  cases by Country.  	1
Most #COVID19  Cases in APAC Region.  #AsiaPacific 	1
Unreal. As Trump resumes indoor rallies, his campaign has implemented a new policy that attendees CANNOT SUE if they contract  coronavirus  at an event.  Trump supporters, please think about what this means: the man does not care if you live or die.   citizen.org/news/covid-19- waivers-at-trump-rallies-endanger-public-health/  …	1
When you died due to  corona virus  but you infected your bestfriend also  	1
# Coronavirus  fatalities in Iran exceeded 50,000 - This catastrophe and such great loss of lives could have been avoided. The death toll in #Iran  and even the official figures could not be compared to the death toll in other countries in the Middle East.   maryam-rajavi.com/en/item/maryam -rajavi-iran-coronavirus-death-325-cities-exceeds-50000   …	1
Netanyahu says public carelessness driving  coronavirus  infections up   timesofisrael.com/netanyahu-says -public-carelessness-driving-coronavirus-infections-up/?utm_source=dlvr.it&utm_medium=twitter   …	1
BREAKING: Florida reports another 2,016 cases of #coronavirus  on Sunday morning as some leaders consider if stay-at-home orders need to be put back in place   local10.com/news/local/202 0/06/11/coronavirus-florida-reports-record-1698-new-cases-in-one-day/?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=wplg10   …	1
L.A. County  Coronavirus  Update: Highest Single-Day Total of New Cases Since Pandemic Began     	1
The official number of Americans, military and civilian, killed in any way in World War I was 117,466.  The US reported +702 new  coronavirus  deaths today, bringing the total to 117,527.  	1
The Department of Health in the Western Cape says it is preparing to take  coronavirus  patients to the Cape Town International Convention Centre from tomorrow. The  ICC has been converted into a  hospital for  coronavirus  patients who are not seriously ill. #sabcnews	1
